Gene Symbol,Gene,Parameter,Level1,DF,Estimate,StdErr,LowerWaldCL,UpperWaldCL,ChiSq,ProbChiSq,fdr_p,log2(FC),stderr of FC,-log10(P),FC
6430531B16Rik,ENSMUSG00000073795,Sex,male,1,0.7453,0.7020,-0.6305,2.1211,1.13,2.9e-1,0.7238361039,1.0752421167,1.0127162882,0.1403597587,2.107075657
Msh6,ENSMUSG00000005370,Sex,male,1,-0.4038,0.3807,-1.1500,0.3424,1.13,2.9e-1,0.7239256305,-0.582584135,0.5492536316,0.140306047,0.6677666114
Kbtbd4,ENSMUSG00000005505,Sex,male,1,-0.2861,0.2696,-0.8144,0.2423,1.13,2.9e-1,0.7239256305,-0.41268634,0.3889288941,0.140306047,0.751223271
Ryr2,ENSMUSG00000021313,Sex,male,1,0.5062,0.4773,-0.4293,1.4418,1.12,2.9e-1,0.7239256305,0.7303415481,0.6886360732,0.140306047,1.6590318095
Zranb2,ENSMUSG00000028180,Sex,male,1,0.2892,0.2726,-0.2451,0.8235,1.13,2.9e-1,0.7239256305,0.4172275151,0.3933094195,0.140306047,1.3353588747
Ikbkap,ENSMUSG00000028431,Sex,male,1,-0.2867,0.2703,-0.8166,0.2431,1.12,2.9e-1,0.7239256305,-0.413667289,0.3900102033,0.140306047,0.7507126562
Hinfp,ENSMUSG00000032119,Sex,male,1,-0.4111,0.3875,-1.1705,0.3483,1.13,2.9e-1,0.7239256305,-0.59307328,0.5589878655,0.140306047,0.6629292068
Zfyve28,ENSMUSG00000037224,Sex,male,1,-0.5229,0.4927,-1.4885,0.4427,1.13,2.9e-1,0.7239256305,-0.754346284,0.7107484111,0.140306047,0.5928149417
Mavs,ENSMUSG00000037523,Sex,male,1,0.2307,0.2175,-0.1956,0.6570,1.13,2.9e-1,0.7239256305,0.3328315892,0.3137818918,0.140306047,1.2594829476
Accs,ENSMUSG00000040272,Sex,male,1,0.4680,0.4413,-0.3969,1.3329,1.12,2.9e-1,0.7239256305,0.6752150642,0.6366428342,0.140306047,1.5968347969
Zfp160,ENSMUSG00000067942,Sex,male,1,0.6203,0.5848,-0.5258,1.7665,1.13,2.9e-1,0.7239256305,0.8949567061,0.8436740825,0.140306047,1.8595540809
Nxpe3,ENSMUSG00000075033,Sex,male,1,-0.3187,0.3003,-0.9072,0.2698,1.13,2.9e-1,0.7239256305,-0.459768291,0.4331991898,0.140306047,0.7271030284
Chfr,ENSMUSG00000014668,Sex,male,1,-0.3306,0.3118,-0.9418,0.2806,1.12,2.9e-1,0.7239650453,-0.476951563,0.4498811143,0.140282402,0.7184942106
Nln,ENSMUSG00000021710,Sex,male,1,-0.5193,0.4899,-1.4795,0.4409,1.12,2.9e-1,0.7239650453,-0.749223018,0.7067999422,0.140282402,0.5949238753
Ccl25,ENSMUSG00000023235,Sex,male,1,0.9353,0.8825,-0.7943,2.6650,1.12,2.9e-1,0.7239650453,1.3493975676,1.2731716755,0.140282402,2.5480570292
Clk3,ENSMUSG00000032316,Sex,male,1,0.1813,0.1711,-0.1541,0.5167,1.12,2.9e-1,0.7239650453,0.2616068066,0.2468759763,0.140282402,1.1988131436
Ccdc122,ENSMUSG00000034795,Sex,male,1,0.9934,0.9375,-0.8441,2.8308,1.12,2.9e-1,0.7239650453,1.4331662124,1.3525170023,0.140282402,2.7003870629
L3mbtl3,ENSMUSG00000039089,Sex,male,1,-0.3472,0.3276,-0.9893,0.2949,1.12,2.9e-1,0.7239650453,-0.500891531,0.472639747,0.140282402,0.7066699509
Klc3,ENSMUSG00000040714,Sex,male,1,-0.7402,0.6984,-2.1090,0.6286,1.12,2.9e-1,0.7239650453,-1.067889066,1.0075526812,0.140282402,0.4770164533
Wscd2,ENSMUSG00000063430,Sex,male,1,0.8710,0.8216,-0.7393,2.4813,1.12,2.9e-1,0.7239650453,1.2566057825,1.1853281931,0.140282402,2.3893294345
Gm5175,ENSMUSG00000112046,Sex,male,1,0.4696,0.4432,-0.3990,1.3382,1.12,2.9e-1,0.7239650453,0.6774855227,0.6393599132,0.140282402,1.5993498132
Arv1,ENSMUSG00000031982,Sex,male,1,0.8661,0.8175,-0.7361,2.4683,1.12,2.9e-1,0.7239911119,1.2495463457,1.1793666347,0.1402667654,2.3776664572
Olfr1346,ENSMUSG00000054938,Sex,male,1,1.0914,1.0305,-0.9283,3.1111,1.12,2.9e-1,0.7243311131,1.5745702732,1.4866948042,0.1400628596,2.9784676161
Tmprss6,ENSMUSG00000016942,Sex,male,1,2.2412,2.1167,-1.9076,6.3899,1.12,2.9e-1,0.72435592,3.2333149719,3.0538112034,0.1400479861,9.4042635601
Osgin2,ENSMUSG00000041153,Sex,male,1,-0.6722,0.6349,-1.9167,0.5722,1.12,2.9e-1,0.72435592,-0.969831827,0.9160042752,0.1400479861,0.5105655753
Gm6055,ENSMUSG00000062081,Sex,male,1,0.3747,0.3539,-0.3189,1.0683,1.12,2.9e-1,0.72435592,0.5405485446,0.5105410068,0.1400479861,1.454525455
Zfp72,ENSMUSG00000069184,Sex,male,1,-1.2336,1.1652,-3.5172,1.0501,1.12,2.9e-1,0.72435592,-1.779638841,1.680986832,0.1400479861,0.2912562996
Sdf2,ENSMUSG00000002064,Sex,male,1,0.1335,0.1262,-0.1138,0.3809,1.12,2.9e-1,0.724762555,0.1926630634,0.1820689384,0.1398042526,1.1428713905
Prune1,ENSMUSG00000015711,Sex,male,1,0.3669,0.3467,-0.3127,1.0464,1.12,2.9e-1,0.724762555,0.5292822323,0.5002050991,0.1398042526,1.4432109925
Pgd,ENSMUSG00000028961,Sex,male,1,0.1377,0.1303,-0.1176,0.3930,1.12,2.9e-1,0.7248951519,0.1986862938,0.1879263642,0.1397248048,1.1476528359
Agl,ENSMUSG00000033400,Sex,male,1,0.2804,0.2650,-0.2391,0.7998,1.12,2.9e-1,0.7248951519,0.4044727944,0.3823721542,0.1397248048,1.3236051356
Secisbp2,ENSMUSG00000035139,Sex,male,1,0.3374,0.3191,-0.2881,0.9629,1.12,2.9e-1,0.7248951519,0.4867749078,0.4604101474,0.1397248048,1.401308797
Pim3,ENSMUSG00000035828,Sex,male,1,-0.6588,0.6231,-1.8800,0.5624,1.12,2.9e-1,0.7248951519,-0.950439106,0.8989056163,0.1397248048,0.5174749366
Tbc1d2b,ENSMUSG00000037410,Sex,male,1,0.3493,0.3304,-0.2982,0.9968,1.12,2.9e-1,0.7248951519,0.5039025042,0.4766315029,0.1397248048,1.4180442025
Klhl15,ENSMUSG00000043929,Sex,male,1,0.7567,0.7156,-0.6458,2.1593,1.12,2.9e-1,0.7248951519,1.0916991848,1.0323952154,0.1397248048,2.1312490408
Ptrhd1,ENSMUSG00000096199,Sex,male,1,-0.2049,0.1937,-0.5846,0.1748,1.12,2.9e-1,0.7248951519,-0.295589677,0.2794835937,0.1397248048,0.8147392533
Gm32220,ENSMUSG00000112063,Sex,male,1,0.5379,0.5085,-0.4588,1.5345,1.12,2.9e-1,0.7248951519,0.7759750812,0.7336002087,0.1397248048,1.7123469925
Smurf2,ENSMUSG00000018363,Sex,male,1,0.3426,0.3243,-0.2930,0.9782,1.12,2.9e-1,0.7255945223,0.4942991969,0.4678637177,0.1393060046,1.4086363302
Kcnq4,ENSMUSG00000028631,Sex,male,1,1.2021,1.1380,-1.0282,3.4325,1.12,2.9e-1,0.7256063764,1.7343332228,1.6417509414,0.1392989095,3.3272568095
Hemk1,ENSMUSG00000032579,Sex,male,1,0.6339,0.6004,-0.5429,1.8107,1.11,2.9e-1,0.7260418219,0.9145532703,0.866209328,0.1390383621,1.8849852969
Pard6b,ENSMUSG00000044641,Sex,male,1,1.0386,0.9836,-0.8893,2.9665,1.11,2.9e-1,0.7260418219,1.4983305812,1.4191019603,0.1390383621,2.8251560949
Erh,ENSMUSG00000021131,Sex,male,1,-0.6769,0.6414,-1.9340,0.5802,1.11,2.9e-1,0.7261607222,-0.976575791,0.9253028022,0.1389672457,0.5081844757
4933408B17Rik,ENSMUSG00000049357,Sex,male,1,0.7704,0.7299,-0.6602,2.2009,1.11,2.9e-1,0.7261607222,1.1113819448,1.0529897886,0.1389672457,2.1605250299
Pom121,ENSMUSG00000053293,Sex,male,1,-0.3941,0.3734,-1.1259,0.3377,1.11,2.9e-1,0.7261607222,-0.568527206,0.538680265,0.1389672457,0.6743048099
Stk39,ENSMUSG00000027030,Sex,male,1,-0.7283,0.6904,-2.0814,0.6248,1.11,2.9e-1,0.7261972965,-1.05073979,0.9960043842,0.1389453722,0.4827205698
Wasf2,ENSMUSG00000028868,Sex,male,1,0.1391,0.1318,-0.1193,0.3974,1.11,2.9e-1,0.7261972965,0.2006093187,0.1901849524,0.1389453722,1.1491836074
Rrm1,ENSMUSG00000030978,Sex,male,1,-0.4717,0.4473,-1.3483,0.4050,1.11,2.9e-1,0.7261972965,-0.680454932,0.6452828982,0.1389453722,0.6239684844
Jhy,ENSMUSG00000032023,Sex,male,1,1.2800,1.2136,-1.0986,3.6586,1.11,2.9e-1,0.7261972965,1.8466306194,1.7508593395,0.1389453722,3.5965922768
Snapc5,ENSMUSG00000032398,Sex,male,1,-0.1588,0.1506,-0.4540,0.1363,1.11,2.9e-1,0.7261972965,-0.229121096,0.2172646366,0.1389453722,0.8531544836
Slc25a44,ENSMUSG00000050144,Sex,male,1,0.1539,0.1459,-0.1321,0.4399,1.11,2.9e-1,0.7261972965,0.2220225675,0.2104965973,0.1389453722,1.1663676147
Tmco1,ENSMUSG00000052428,Sex,male,1,0.2057,0.1950,-0.1766,0.5879,1.11,2.9e-1,0.7261972965,0.2966909058,0.2813626325,0.1389453722,1.2283237866
Hist1h3e,ENSMUSG00000069273,Sex,male,1,-0.8220,0.7792,-2.3492,0.7053,1.11,2.9e-1,0.7261972965,-1.185841054,1.124196037,0.1389453722,0.4395682063
Zfp965,ENSMUSG00000078896,Sex,male,1,-1.2219,1.1580,-3.4916,1.0477,1.11,2.9e-1,0.7261972965,-1.762883578,1.6706426459,0.1389453722,0.2946586293
Gm11599,ENSMUSG00000084333,Sex,male,1,-0.5192,0.4925,-1.4845,0.4461,1.11,2.9e-1,0.726344488,-0.749066624,0.7105209078,0.1388573548,0.5949883707
Pygo2,ENSMUSG00000047824,Sex,male,1,-0.1462,0.1387,-0.4181,0.1257,1.11,2.9e-1,0.7265081349,-0.210904565,0.2001168337,0.1387595184,0.8639953391
Vmn2r89,ENSMUSG00000070448,Sex,male,1,1.0546,1.0007,-0.9066,3.0159,1.11,2.9e-1,0.7265081349,1.5214921674,1.4436337399,0.1387595184,2.8708782863
Fmo2,ENSMUSG00000040170,Sex,male,1,1.7474,1.6582,-1.5027,4.9975,1.11,2.9e-1,0.7265630554,2.5209515184,2.3923407117,0.1387266891,5.7396052564
Ice1,ENSMUSG00000034525,Sex,male,1,-0.4298,0.4080,-1.2294,0.3698,1.11,2.9e-1,0.7267312534,-0.620069788,0.5885738805,0.1386261624,0.6506394532
Rgs11,ENSMUSG00000024186,Sex,male,1,-0.7650,0.7263,-2.1886,0.6586,1.11,2.9e-1,0.726918888,-1.103691811,1.0478935278,0.1385140464,0.465324221
Kif4,ENSMUSG00000034311,Sex,male,1,-0.6459,0.6134,-1.8480,0.5563,1.11,2.9e-1,0.7271204238,-0.931783224,0.8849081539,0.1383936565,0.5242099985
Mtrf1,ENSMUSG00000022022,Sex,male,1,-0.9218,0.8756,-2.6380,0.7943,1.11,2.9e-1,0.727137551,-1.32993887,1.2632526005,0.1383834268,0.3977850965
Tamm41,ENSMUSG00000030316,Sex,male,1,-0.5586,0.5306,-1.5985,0.4813,1.11,2.9e-1,0.727137551,-0.80583184,0.7654486402,0.1383834268,0.5720321585
Mtmr9,ENSMUSG00000035078,Sex,male,1,-0.3485,0.3311,-0.9974,0.3005,1.11,2.9e-1,0.7273284119,-0.502761386,0.4776873009,0.1382694471,0.7057546403
Rabif,ENSMUSG00000042229,Sex,male,1,-0.3127,0.2971,-0.8950,0.2697,1.11,2.9e-1,0.7274245388,-0.451093544,0.428671159,0.1382120527,0.7314881792
Trpc4ap,ENSMUSG00000038324,Sex,male,1,0.1159,0.1101,-0.1000,0.3318,1.11,2.9e-1,0.7275349758,0.1671902632,0.1589094401,0.1381461234,1.1228694968
Gsn,ENSMUSG00000026879,Sex,male,1,0.2074,0.1971,-0.1790,0.5937,1.11,2.9e-1,0.7275484844,0.2991545147,0.2844103108,0.1381380597,1.2304231177
Nup210,ENSMUSG00000030091,Sex,male,1,-0.2970,0.2824,-0.8505,0.2565,1.11,2.9e-1,0.7275484844,-0.428528479,0.4074239393,0.1381380597,0.743019264
Kcnj5,ENSMUSG00000032034,Sex,male,1,-0.4643,0.4414,-1.3294,0.4008,1.11,2.9e-1,0.7275484844,-0.669793636,0.6367880728,0.1381380597,0.6285965959
Mrpl54,ENSMUSG00000034932,Sex,male,1,-0.3312,0.3149,-0.9484,0.2860,1.11,2.9e-1,0.7275509188,-0.477817444,0.454329376,0.1381366065,0.7180631117
AI987944,ENSMUSG00000056383,Sex,male,1,-0.6281,0.5974,-1.7991,0.5428,1.11,2.9e-1,0.7278302355,-0.906185186,0.8619256227,0.1379699069,0.5335941718
Gm8864,ENSMUSG00000081892,Sex,male,1,-0.4646,0.4419,-1.3307,0.4016,1.11,2.9e-1,0.7278302355,-0.670214141,0.6375375731,0.1379699069,0.6284134043
Trpc1,ENSMUSG00000032839,Sex,male,1,0.5464,0.5198,-0.4724,1.5651,1.10,2.9e-1,0.7278488115,0.7882365521,0.7498883314,0.1379588228,1.726962256
Tbc1d15,ENSMUSG00000020130,Sex,male,1,0.3608,0.3433,-0.3121,1.0336,1.10,2.9e-1,0.7278762579,0.5204745184,0.4952581589,0.1379424463,1.4344269694
Tespa1,ENSMUSG00000034833,Sex,male,1,-0.4459,0.4243,-1.2774,0.3856,1.10,2.9e-1,0.7278762579,-0.64328911,0.6120746974,0.1379424463,0.6402516141
Cenpi,ENSMUSG00000031262,Sex,male,1,-1.2126,1.1540,-3.4744,1.0492,1.10,2.9e-1,0.7278900766,-1.749443009,1.6648613565,0.1379342014,0.2974165821
Cntnap1,ENSMUSG00000017167,Sex,male,1,0.7557,0.7192,-0.6540,2.1653,1.10,2.9e-1,0.7279297653,1.090196191,1.0376202166,0.1379105218,2.1290298704
Mrpl18,ENSMUSG00000057388,Sex,male,1,-0.1807,0.1720,-0.5177,0.1564,1.10,2.9e-1,0.7279297653,-0.260638919,0.2480927809,0.1379105218,0.8347181701
Lypd6b,ENSMUSG00000026765,Sex,male,1,0.6026,0.5738,-0.5220,1.7271,1.10,2.9e-1,0.7280895828,0.8693095758,0.8277514944,0.1378151826,1.8267884532
Trak1,ENSMUSG00000032536,Sex,male,1,0.1437,0.1368,-0.1245,0.4119,1.10,2.9e-1,0.7280895828,0.2073402473,0.1974115783,0.1378151826,1.154557678
Lysmd4,ENSMUSG00000043831,Sex,male,1,0.7021,0.6686,-0.6083,2.0124,1.10,2.9e-1,0.7280895828,1.0128874125,0.9645335022,0.1378151826,2.0179457816
Nrp1,ENSMUSG00000025810,Sex,male,1,-0.4403,0.4194,-1.2624,0.3817,1.10,2.9e-1,0.7282478831,-0.635273398,0.6050882299,0.1377207691,0.6438187962
Tmigd3,ENSMUSG00000074344,Sex,male,1,1.3704,1.3054,-1.1881,3.9290,1.10,2.9e-1,0.7282478831,1.9770943222,1.8833160029,0.1377207691,3.9369934771
Simc1,ENSMUSG00000043183,Sex,male,1,-0.6267,0.5972,-1.7971,0.5437,1.10,2.9e-1,0.7285645901,-0.904082005,0.8615087808,0.1375319403,0.5343726203
Tk1,ENSMUSG00000025574,Sex,male,1,0.3307,0.3152,-0.2872,0.9485,1.10,2.9e-1,0.7289993364,0.4770456873,0.4547899038,0.137272867,1.3918904695
Olfr1419,ENSMUSG00000067545,Sex,male,1,1.3979,1.3329,-1.2146,4.0104,1.10,2.9e-1,0.7291404778,2.0166956458,1.9230191052,0.1371887915,4.0465590429
Coq2,ENSMUSG00000029319,Sex,male,1,-0.4436,0.4231,-1.2729,0.3856,1.10,2.9e-1,0.7291721253,-0.640041709,0.6103854397,0.1371699418,0.641694397
Med15,ENSMUSG00000012114,Sex,male,1,0.1798,0.1717,-0.1566,0.5162,1.10,2.9e-1,0.7292872111,0.2593830748,0.2476437866,0.1371014022,1.1969667483
Trappc2l,ENSMUSG00000015013,Sex,male,1,0.1801,0.1719,-0.1568,0.5170,1.10,2.9e-1,0.7292872111,0.2598039217,0.2480069427,0.1371014022,1.197315965
Spag7,ENSMUSG00000018287,Sex,male,1,-0.2298,0.2194,-0.6598,0.2002,1.10,2.9e-1,0.7292872111,-0.331479802,0.3165229543,0.1371014022,0.7947209042
Chac2,ENSMUSG00000020309,Sex,male,1,0.3726,0.3558,-0.3247,1.0700,1.10,2.9e-1,0.7292872111,0.5375947663,0.5133014825,0.1371014022,1.4515505015
Gbgt1,ENSMUSG00000026829,Sex,male,1,1.3391,1.2790,-1.1677,3.8459,1.10,3e-1,0.7292872111,1.9319488526,1.8451948861,0.1371014022,3.8157029229
Smarcd3,ENSMUSG00000028949,Sex,male,1,-1.7221,1.6449,-4.9461,1.5019,1.10,3e-1,0.7292872111,-2.484448342,2.3731236466,0.1371014022,0.1786925829
Usp18,ENSMUSG00000030107,Sex,male,1,-0.1961,0.1872,-0.5630,0.1707,1.10,2.9e-1,0.7292872111,-0.28295444,0.270029927,0.1371014022,0.8219061423
Edil3,ENSMUSG00000034488,Sex,male,1,-0.8296,0.7913,-2.3806,0.7214,1.10,2.9e-1,0.7292872111,-1.196867105,1.1416563404,0.1371014022,0.4362215338
4921524J17Rik,ENSMUSG00000036934,Sex,male,1,-0.5607,0.5355,-1.6103,0.4889,1.10,3e-1,0.7292872111,-0.808888779,0.7725898524,0.1371014022,0.5708213579
Erich5,ENSMUSG00000044726,Sex,male,1,-1.0453,0.9977,-3.0007,0.9101,1.10,2.9e-1,0.7292872111,-1.508093517,1.4393458749,0.1371014022,0.3515755098
Acot4,ENSMUSG00000052392,Sex,male,1,-0.6559,0.6264,-1.8837,0.5719,1.10,3e-1,0.7292872111,-0.946325026,0.9037605329,0.1371014022,0.5189527068
Olfr1130,ENSMUSG00000059205,Sex,male,1,-0.9414,0.8991,-2.7036,0.8207,1.10,3e-1,0.7292872111,-1.358191636,1.2971029815,0.1371014022,0.3900709227
Nsmce2,ENSMUSG00000059586,Sex,male,1,-0.2858,0.2727,-0.8202,0.2487,1.10,2.9e-1,0.7292872111,-0.412257521,0.3934042889,0.1371014022,0.751446594
Gm12691,ENSMUSG00000081096,Sex,male,1,-0.4280,0.4085,-1.2286,0.3725,1.10,2.9e-1,0.7292872111,-0.617538101,0.5892964198,0.1371014022,0.6517822187
Gm8317,ENSMUSG00000084276,Sex,male,1,-0.4434,0.4236,-1.2736,0.3867,1.10,3e-1,0.7292872111,-0.639719685,0.6110630292,0.1371014022,0.6418376454
Ighv1-50,ENSMUSG00000094198,Sex,male,1,-0.8773,0.8379,-2.5195,0.7649,1.10,3e-1,0.7292872111,-1.265699739,1.2087944604,0.1371014022,0.4158975989
Bnip3l-ps,ENSMUSG00000073198,Sex,male,1,0.4350,0.4156,-0.3795,1.2496,1.10,3e-1,0.7293271591,0.6276352401,0.5995968137,0.1370776136,1.5450304163
Celf2,ENSMUSG00000002107,Sex,male,1,0.1008,0.0963,-0.0880,0.2895,1.09,3e-1,0.7294278122,0.1453631721,0.1389337298,0.1370176816,1.1060090359
Baiap2,ENSMUSG00000025372,Sex,male,1,-0.3479,0.3326,-0.9997,0.3038,1.09,3e-1,0.7294278122,-0.501984994,0.4797767232,0.1370176816,0.7061345467
Stk11ip,ENSMUSG00000026213,Sex,male,1,0.2805,0.2681,-0.2450,0.8061,1.09,3e-1,0.7294278122,0.4047259678,0.3868235744,0.1370176816,1.3238374307
Rhbdl2,ENSMUSG00000043333,Sex,male,1,-0.6217,0.5941,-1.7862,0.5428,1.10,3e-1,0.7294278122,-0.896971211,0.8571708278,0.1370176816,0.5370129517
Tmem50b,ENSMUSG00000022964,Sex,male,1,0.1562,0.1493,-0.1365,0.4489,1.09,3e-1,0.7295991776,0.2253284084,0.215452976,0.1369156642,1.1690433339
Nup93,ENSMUSG00000032939,Sex,male,1,-0.5413,0.5175,-1.5556,0.4730,1.09,3e-1,0.7295991776,-0.780924211,0.7465971016,0.1369156642,0.5819938401
0610040J01Rik,ENSMUSG00000060512,Sex,male,1,0.5794,0.5540,-0.5065,1.6653,1.09,3e-1,0.7295991776,0.8359160381,0.79928544,0.1369156642,1.7849900572
Slfn3,ENSMUSG00000018986,Sex,male,1,-0.7932,0.7589,-2.2806,0.6942,1.09,3e-1,0.7301108195,-1.144343115,1.094872266,0.1366112157,0.4523956256
Pgam1-ps2,ENSMUSG00000082016,Sex,male,1,-2.7528,2.6338,-7.9149,2.4093,1.09,3e-1,0.7301108195,-3.971429721,3.7997494576,0.1366112157,0.0637500498
Rcn1,ENSMUSG00000005973,Sex,male,1,-0.5749,0.5506,-1.6541,0.5043,1.09,3e-1,0.7301283376,-0.829437766,0.7943850588,0.1366007955,0.562748509
Trim52,ENSMUSG00000022113,Sex,male,1,-1.0841,1.0388,-3.1200,0.9519,1.09,3e-1,0.7301283376,-1.563990479,1.4986432886,0.1366007955,0.3382142898
Hspa12a,ENSMUSG00000025092,Sex,male,1,-0.6894,0.6601,-1.9831,0.6043,1.09,3e-1,0.7301283376,-0.994655542,0.9522647456,0.1366007955,0.501855683
Iqgap3,ENSMUSG00000028068,Sex,male,1,0.9920,0.9503,-0.8706,2.8546,1.09,3e-1,0.7301283376,1.4311287766,1.3710511516,0.1366007955,2.6965761521
Rbp7,ENSMUSG00000028996,Sex,male,1,-0.7471,0.7149,-2.1483,0.6542,1.09,3e-1,0.7301283376,-1.07779385,1.0314339653,0.1366007955,0.4737527259
Zfp108,ENSMUSG00000030486,Sex,male,1,-1.1551,1.1062,-3.3232,1.0131,1.09,3e-1,0.7301283376,-1.666396491,1.5959670849,0.1366007955,0.3150392548
Ccdc88a,ENSMUSG00000032740,Sex,male,1,0.3565,0.3412,-0.3122,1.0252,1.09,3e-1,0.7301283376,0.5142958052,0.4921949276,0.1366007955,1.4282968027
Ankmy2,ENSMUSG00000036188,Sex,male,1,-0.1684,0.1614,-0.4847,0.1478,1.09,3e-1,0.7301283376,-0.2429747,0.2327927875,0.1366007955,0.8450012027
Rbmxl1,ENSMUSG00000037070,Sex,male,1,-0.5458,0.5229,-1.5706,0.4790,1.09,3e-1,0.7301283376,-0.787452812,0.7543325331,0.1366007955,0.5793661045
Dok4,ENSMUSG00000040631,Sex,male,1,-0.6800,0.6513,-1.9565,0.5966,1.09,3e-1,0.7301283376,-0.98096904,0.9396435574,0.1366007955,0.5066393225
Sft2d3,ENSMUSG00000044982,Sex,male,1,-0.5869,0.5619,-1.6882,0.5143,1.09,3e-1,0.7301283376,-0.846784649,0.8106120866,0.1366007955,0.5560225698
Naaladl1,ENSMUSG00000054999,Sex,male,1,-1.1667,1.1176,-3.3572,1.0238,1.09,3e-1,0.7301283376,-1.683216217,1.6124061917,0.1366007955,0.3113876826
Gm10819,ENSMUSG00000075268,Sex,male,1,-2.2415,2.1460,-6.4476,1.9647,1.09,3e-1,0.7301283376,-3.23373082,3.0960849468,0.1366007955,0.1063041025
Pglyrp2,ENSMUSG00000079563,Sex,male,1,-0.4015,0.3848,-1.1557,0.3526,1.09,3e-1,0.7301283376,-0.579302951,0.5551104231,0.1366007955,0.6692870706
Rpl28-ps2,ENSMUSG00000102137,Sex,male,1,-0.7652,0.7325,-2.2010,0.6705,1.09,3e-1,0.7301283376,-1.103958545,1.056829254,0.1366007955,0.465238197
Pbld1,ENSMUSG00000112129,Sex,male,1,0.6118,0.5861,-0.5370,1.7605,1.09,3e-1,0.7301283376,0.8826130265,0.845560715,0.1366007955,1.8437116314
Hadha,ENSMUSG00000025745,Sex,male,1,-0.1560,0.1495,-0.4490,0.1370,1.09,3e-1,0.7301849494,-0.225066968,0.2156985787,0.136567123,0.8555553108
Ppp1r3b,ENSMUSG00000046794,Sex,male,1,0.3327,0.3190,-0.2924,0.9579,1.09,3e-1,0.7304004363,0.4800386021,0.4601841221,0.1364389761,1.3947809859
Ptdss1,ENSMUSG00000021518,Sex,male,1,0.1508,0.1446,-0.1326,0.4341,1.09,3e-1,0.7306446328,0.217486974,0.2085577167,0.1362938016,1.1627065066
Zfp335,ENSMUSG00000039834,Sex,male,1,-0.1416,0.1358,-0.4079,0.1246,1.09,3e-1,0.7306446328,-0.204355327,0.1959806133,0.1362938016,0.8679264363
Ccdc97,ENSMUSG00000002608,Sex,male,1,-0.1566,0.1502,-0.4511,0.1379,1.09,3e-1,0.7306932012,-0.225889258,0.2167632465,0.1362649335,0.855067811
Ndufs6,ENSMUSG00000021606,Sex,male,1,-0.1847,0.1773,-0.5322,0.1627,1.09,3e-1,0.7306932012,-0.266531044,0.2557810933,0.1362649335,0.8313160417
Paxbp1,ENSMUSG00000022974,Sex,male,1,0.4270,0.4098,-0.3762,1.2303,1.09,3e-1,0.7306932012,0.6160887829,0.5912542125,0.1362649335,1.5327142799
Plxnd1,ENSMUSG00000030123,Sex,male,1,-0.2969,0.2848,-0.8551,0.2613,1.09,3e-1,0.7306932012,-0.428343223,0.4109104821,0.1362649335,0.7431146811
Ino80,ENSMUSG00000034154,Sex,male,1,-0.3793,0.3638,-1.0924,0.3338,1.09,3e-1,0.7306932012,-0.547196007,0.5248909342,0.1362649335,0.6843489233
Bag2,ENSMUSG00000042215,Sex,male,1,-0.9395,0.9017,-2.7068,0.8277,1.09,3e-1,0.7306932012,-1.355469378,1.3008378845,0.1362649335,0.3908076523
Cd2ap,ENSMUSG00000061665,Sex,male,1,-0.1962,0.1883,-0.5652,0.1728,1.09,3e-1,0.7306932012,-0.28306657,0.2716039378,0.1362649335,0.8218422646
Mrps14,ENSMUSG00000058267,Sex,male,1,-0.2795,0.2683,-0.8054,0.2464,1.09,3e-1,0.7307983913,-0.403289842,0.3871065023,0.1362024173,0.756132074
Pitpnm1,ENSMUSG00000024851,Sex,male,1,0.1362,0.1307,-0.1201,0.3924,1.09,3e-1,0.7308592994,0.1964806378,0.1886237881,0.1361662227,1.145899594
Gm14494,ENSMUSG00000083097,Sex,male,1,-0.5862,0.5629,-1.6894,0.5171,1.08,3e-1,0.7310108786,-0.845636531,0.8120685395,0.13607616,0.5564652369
Hist2h3c1,ENSMUSG00000093769,Sex,male,1,0.5978,0.5741,-0.5274,1.7231,1.08,3e-1,0.7310108786,0.8625023419,0.828275741,0.13607616,1.8181892105
Nprl3,ENSMUSG00000020289,Sex,male,1,0.2019,0.1941,-0.1785,0.5824,1.08,3e-1,0.7317154911,0.2913367577,0.2800144236,0.1356577504,1.2237736643
Cinp,ENSMUSG00000021276,Sex,male,1,0.2635,0.2533,-0.2329,0.7600,1.08,3e-1,0.7317154911,0.3801954647,0.3654293095,0.1356577504,1.3015181808
C1qa,ENSMUSG00000036887,Sex,male,1,-0.6178,0.5937,-1.7815,0.5459,1.08,3e-1,0.7317154911,-0.8913304,0.856578529,0.1356577504,0.5391167355
Apba1,ENSMUSG00000024897,Sex,male,1,0.6067,0.5834,-0.5367,1.7501,1.08,3e-1,0.7318481052,0.875301198,0.8416396618,0.1355790473,1.8343910205
Nsdhl,ENSMUSG00000031349,Sex,male,1,0.2037,0.1958,-0.1802,0.5875,1.08,3e-1,0.7318481052,0.2938062501,0.2825342939,0.1355790473,1.2258702181
Lacc1,ENSMUSG00000044350,Sex,male,1,-0.7158,0.6883,-2.0647,0.6332,1.08,3e-1,0.7318481052,-1.032666514,0.9929450652,0.1355790473,0.48880586
Trmt61a,ENSMUSG00000060950,Sex,male,1,-0.5201,0.5001,-1.5003,0.4601,1.08,3e-1,0.7318481052,-0.750320663,0.7214860044,0.1355790473,0.5944714118
